"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
18002.6,66724.1,17682,6344.64,65812.3,6318,109926,0.75,1.32367
9744,72756.4,8777,6477.84,70980.1,5981,90816.5,4.5,1.32367
10630.4,64988.2,10720,3569.04,64613.4,3620,514.08,16.5,1.32367
15421.4,68925.8,14663,7104.24,72441.8,6427,136830,2.25,1.32602
14644.5,65084.8,14746,3548.88,65942.6,3527,90569.5,-12.75,1.32602
10462.7,64821.8,10578,3844.8,65447.5,3850,47516.4,-10.5,1.32602
19596.2,67853,18927,8724.96,67413.2,8482,591.84,10.5,1.32602
19847,73464.9,17705,12526.6,71980.8,11405,74311.9,28.5,1.32602
16632.3,67049,16257,8112.24,67109.8,7922,16189.2,17.25,1.32602
15727.4,66911.7,15404,6711.84,66606.2,6604,784.8,26.25,1.32602
14393.6,72344.4,13039,8398.8,72101.6,7634,108748,16.5,1.32837
14492.2,69249.6,13715,8544.24,68195.8,8211,851.04,37.5,1.32837
10871.7,70057.7,10170,5955.12,71610,5450,17933.8,16.5,1.32837
18954.9,76023.7,16340,11090.2,72304.5,10052,102037,38.25,1.32837
13337,73130.1,11952,7627.68,71864.2,6956,843.84,23.25,1.32837
12289.9,72346.4,11133,8316,72540.6,7513,80697.6,18.75,1.32837
16255.4,70672.1,15074,8573.76,70963.6,7918,940.32,23.25,1.32837
13481,73318.5,12050,8925.12,72051.8,8118,88994.9,5.25,1.32837
17401,70450.9,16187,10938.2,70403.5,10182,953.28,29.25,1.32837
13429.8,65359.6,13466,7337.52,68025.4,7069,36045.4,2.25,1.32837
8928,71476.4,8186,5389.92,70788.3,4990,74502.7,9.75,1.33072
13631.4,65581,13622,5145.84,65229.7,5170,102546,30,1.33072
9825.92,72861.7,8838,6006.24,71594.2,5498,3311.28,25.5,1.33072
11097,67802.6,10726,7799.76,70583.4,7242,103484,33,1.33072
10683.5,64435.4,10866,3425.04,65671,3418,59066.6,-2.25,1.33072
9662.08,67636.6,9362,6404.4,69021.4,6081,101069,21,1.33072
13923.2,78009,11697,8492.4,77525.8,7179,63405.4,6.75,1.33307
10929.3,72657.9,9858,6106.32,72787.2,5498,148244,29.25,1.33307
15384.3,65936,15291,5549.04,66776,5446,26249,23.25,1.33307
20185.6,75369.4,17552,12710.2,72888.8,11428,91664.6,12.75,1.33307
12309.8,76294,10574,9308.88,71857.1,8490,45175.7,16.5,1.33307
16387.2,66527.4,16143,8384.4,67853.8,8098,30281.8,7.5,1.33307
14400,65345.4,14442,4921.92,65748.7,4906,37103.8,-3,1.33307
7363.84,63549.7,7594,2680.56,65403.3,2686,680.4,-15,1.33542
