"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
9480.96,63486.7,9787,3429.3,62359.2,3604,7367.67,316.2,1.69046
15538.6,64014,15908,4925.27,63427.5,5089,15030,658.92,1.69582
8391.04,70008.3,7855,5123.36,65991.5,5088,12871.6,637.84,1.69797
16124.8,71912.5,14695,8146.54,67778.5,7877,7818.52,347.48,1.70012
13933.4,67932,13442,7920.05,65702.3,7900,7783.02,367.88,1.70012
19365.1,77427.4,16391,11361.4,71697.8,10385,15867.8,947.92,1.70119
11114.2,63781.3,11420,3677.8,63395.1,3802,8417.76,470.56,1.70441
6213.12,64113.2,6351,3408,64983,3437,10906.3,671.84,1.71085
16032.6,63533.4,16538,6692.46,62971.6,6965,7228.51,297.16,1.71085
15201.9,67347.6,14793,7977.56,66865,7819,11710,675.92,1.71622
10111.4,62046.6,10680,3652.24,61153.1,3914,11134.2,401.88,1.71729
11072.6,72572.9,9999,7993.89,70113.4,7472,7424.47,613.36,1.72266
16106.2,76063.9,13877,11133.5,71122.5,10259,11825.8,1006.4,1.72588
15100.2,63265.8,15642,5315.77,61845.3,5633,6451.77,363.12,1.73017
9358.08,71254.9,8607,6956.58,67045.1,6800,8189.85,573.92,1.73124
11790.1,69335.5,11144,8378,68376.2,8030,8218.96,452.2,1.73124
11028.5,64285.6,11243,7418.79,66602.4,7300,9332.24,796.28,1.73124
7927.04,62030.6,8375,2934.43,62176.1,3093,9379.81,437.24,1.73446
